MENU,RESTO YANG MENYEDIAKAN MENU
Sukiyaki,"Warung Makan Tokyo, Titik Maps Sabi Jogja"
Teriyaki,"Warung Makan Tokyo, Titik Maps Sabi Jogja"
Unagi,"Warung Makan Tokyo, Titik Maps Sabi Jogja"
Tamagoyaki,"Warung Makan Tokyo, Titik Maps Sabi Jogja"
Mochi,"Warung Makan Tokyo, Titik Maps Sabi Jogja"
Seafood,"Warung Makan Tokyo, Titik Maps Sabi Jogja"
Rice,"East Pork - #1 Sei Babi Kupang In Jogja, Ampel"
Burger,"East Pork - #1 Sei Babi Kupang In Jogja, Ampel"
Steak,"East Pork - #1 Sei Babi Kupang In Jogja, Ampel"
Pizza,"East Pork - #1 Sei Babi Kupang In Jogja, Ampel"
Pasta,"East Pork - #1 Sei Babi Kupang In Jogja, Ampel"
Fish and Chips,"East Pork - #1 Sei Babi Kupang In Jogja, Ampel"
Caesar Salad,"East Pork - #1 Sei Babi Kupang In Jogja, Ampel"
French Fries,"East Pork - #1 Sei Babi Kupang In Jogja, Ampel"
Chicken Wings,"East Pork - #1 Sei Babi Kupang In Jogja, Ampel"
Grilled Cheese Sandwich,"East Pork - #1 Sei Babi Kupang In Jogja, Ampel"
Tacos,"East Pork - #1 Sei Babi Kupang In Jogja, Ampel"
Lasagna,"East Pork - #1 Sei Babi Kupang In Jogja, Ampel"
Ribs,"East Pork - #1 Sei Babi Kupang In Jogja, Ampel"
Nachos,"East Pork - #1 Sei Babi Kupang In Jogja, Ampel"
Mac and Cheese,"East Pork - #1 Sei Babi Kupang In Jogja, Ampel"
Quesadilla,"East Pork - #1 Sei Babi Kupang In Jogja, Ampel"
Hot Dog,"East Pork - #1 Sei Babi Kupang In Jogja, Ampel"
Meatloaf,"East Pork - #1 Sei Babi Kupang In Jogja, Ampel"
Buffalo Wings,"East Pork - #1 Sei Babi Kupang In Jogja, Ampel"
Chicken Parmesan,"East Pork - #1 Sei Babi Kupang In Jogja, Ampel"
Clam Chowder,"East Pork - #1 Sei Babi Kupang In Jogja, Ampel"
Sate,"East Pork - #1 Sei Babi Kupang In Jogja, Ampel"
Burger,"Kebab Jawa, Sorogenen"
Steak,"Kebab Jawa, Sorogenen"
Pizza,"Kebab Jawa, Sorogenen"
Pasta,"Kebab Jawa, Sorogenen"
Fish and Chips,"Kebab Jawa, Sorogenen"
Caesar Salad,"Kebab Jawa, Sorogenen"
French Fries,"Kebab Jawa, Sorogenen"
Chicken Wings,"Kebab Jawa, Sorogenen"
Grilled Cheese Sandwich,"Kebab Jawa, Sorogenen"
Tacos,"Kebab Jawa, Sorogenen"
Lasagna,"Kebab Jawa, Sorogenen"
Ribs,"Kebab Jawa, Sorogenen"
Nachos,"Kebab Jawa, Sorogenen"
Mac and Cheese,"Kebab Jawa, Sorogenen"
Quesadilla,"Kebab Jawa, Sorogenen"
Hot Dog,"Kebab Jawa, Sorogenen"
Meatloaf,"Kebab Jawa, Sorogenen"
Buffalo Wings,"Kebab Jawa, Sorogenen"
Chicken Parmesan,"Kebab Jawa, Sorogenen"
Clam Chowder,"Kebab Jawa, Sorogenen"
Burger,"Iten Kitchen, PazelKitchen Sudirman"
Steak,"Iten Kitchen, PazelKitchen Sudirman"
Pizza,"Iten Kitchen, PazelKitchen Sudirman"
Pasta,"Iten Kitchen, PazelKitchen Sudirman"
Fish and Chips,"Iten Kitchen, PazelKitchen Sudirman"
Caesar Salad,"Iten Kitchen, PazelKitchen Sudirman"
French Fries,"Iten Kitchen, PazelKitchen Sudirman"
Chicken Wings,"Iten Kitchen, PazelKitchen Sudirman"
Grilled Cheese Sandwich,"Iten Kitchen, PazelKitchen Sudirman"
Tacos,"Iten Kitchen, PazelKitchen Sudirman"
Lasagna,"Iten Kitchen, PazelKitchen Sudirman"
Ribs,"Iten Kitchen, PazelKitchen Sudirman"
Nachos,"Iten Kitchen, PazelKitchen Sudirman"
Mac and Cheese,"Iten Kitchen, PazelKitchen Sudirman"
Quesadilla,"Iten Kitchen, PazelKitchen Sudirman"
Hot Dog,"Iten Kitchen, PazelKitchen Sudirman"
Meatloaf,"Iten Kitchen, PazelKitchen Sudirman"
Buffalo Wings,"Iten Kitchen, PazelKitchen Sudirman"
Chicken Parmesan,"Iten Kitchen, PazelKitchen Sudirman"
Clam Chowder,"Iten Kitchen, PazelKitchen Sudirman"
Pizza & pasta,"Iten Kitchen, PazelKitchen Sudirman"
Burger,Warung Toscana
Steak,Warung Toscana
Pizza,Warung Toscana
Pasta,Warung Toscana
Fish and Chips,Warung Toscana
Caesar Salad,Warung Toscana
French Fries,Warung Toscana
Chicken Wings,Warung Toscana
Grilled Cheese Sandwich,Warung Toscana
Tacos,Warung Toscana
Lasagna,Warung Toscana
Ribs,Warung Toscana
Nachos,Warung Toscana
Mac and Cheese,Warung Toscana
Quesadilla,Warung Toscana
Hot Dog,Warung Toscana
Meatloaf,Warung Toscana
Buffalo Wings,Warung Toscana
Chicken Parmesan,Warung Toscana
Clam Chowder,Warung Toscana
Pizza & pasta,Warung Toscana
Burger,"Kedai Zu Pa ( Zuppa Soup & Pasta ) Kotabaru, Juadi"
Steak,"Kedai Zu Pa ( Zuppa Soup & Pasta ) Kotabaru, Juadi"
Pizza,"Kedai Zu Pa ( Zuppa Soup & Pasta ) Kotabaru, Juadi"
Pasta,"Kedai Zu Pa ( Zuppa Soup & Pasta ) Kotabaru, Juadi"
Fish and Chips,"Kedai Zu Pa ( Zuppa Soup & Pasta ) Kotabaru, Juadi"
Caesar Salad,"Kedai Zu Pa ( Zuppa Soup & Pasta ) Kotabaru, Juadi"
French Fries,"Kedai Zu Pa ( Zuppa Soup & Pasta ) Kotabaru, Juadi"
Chicken Wings,"Kedai Zu Pa ( Zuppa Soup & Pasta ) Kotabaru, Juadi"
Grilled Cheese Sandwich,"Kedai Zu Pa ( Zuppa Soup & Pasta ) Kotabaru, Juadi"
Tacos,"Kedai Zu Pa ( Zuppa Soup & Pasta ) Kotabaru, Juadi"
Lasagna,"Kedai Zu Pa ( Zuppa Soup & Pasta ) Kotabaru, Juadi"
Ribs,"Kedai Zu Pa ( Zuppa Soup & Pasta ) Kotabaru, Juadi"
Nachos,"Kedai Zu Pa ( Zuppa Soup & Pasta ) Kotabaru, Juadi"
Mac and Cheese,"Kedai Zu Pa ( Zuppa Soup & Pasta ) Kotabaru, Juadi"
Quesadilla,"Kedai Zu Pa ( Zuppa Soup & Pasta ) Kotabaru, Juadi"
Hot Dog,"Kedai Zu Pa ( Zuppa Soup & Pasta ) Kotabaru, Juadi"
Meatloaf,"Kedai Zu Pa ( Zuppa Soup & Pasta ) Kotabaru, Juadi"
Buffalo Wings,"Kedai Zu Pa ( Zuppa Soup & Pasta ) Kotabaru, Juadi"
Chicken Parmesan,"Kedai Zu Pa ( Zuppa Soup & Pasta ) Kotabaru, Juadi"
Clam Chowder,"Kedai Zu Pa ( Zuppa Soup & Pasta ) Kotabaru, Juadi"
Snacks,"Kedai Zu Pa ( Zuppa Soup & Pasta ) Kotabaru, Juadi"
Pizza & pasta,"Kedai Zu Pa ( Zuppa Soup & Pasta ) Kotabaru, Juadi"
Bakery,NABE COFFEE Soragan
Sushi,NABE COFFEE Soragan
Sashimi,NABE COFFEE Soragan
Tempura,NABE COFFEE Soragan
Ramen,NABE COFFEE Soragan
Udon,NABE COFFEE Soragan
Soba,NABE COFFEE Soragan
Okonomiyaki,NABE COFFEE Soragan
Takoyaki,NABE COFFEE Soragan
Tonkatsu,NABE COFFEE Soragan
Yakitori,NABE COFFEE Soragan
Gyoza,NABE COFFEE Soragan
Onigiri,NABE COFFEE Soragan
Miso Soup,NABE COFFEE Soragan
Nabe,NABE COFFEE Soragan
Shabu-Shabu,NABE COFFEE Soragan
Sukiyaki,NABE COFFEE Soragan
Teriyaki,NABE COFFEE Soragan
Unagi,NABE COFFEE Soragan
Tamagoyaki,NABE COFFEE Soragan
Mochi,NABE COFFEE Soragan
Coffee,NABE COFFEE Soragan
Dimsum,"Mie Jakarta Express, Galeria Mall"
Bebek Peking,"Mie Jakarta Express, Galeria Mall"
Cow Mein,"Mie Jakarta Express, Galeria Mall"
Wonton Soup,"Mie Jakarta Express, Galeria Mall"
nasi hainan,"Mie Jakarta Express, Galeria Mall"
Spring Rolls,"Mie Jakarta Express, Galeria Mall"
Lo Mein,"Mie Jakarta Express, Galeria Mall"
Congee,"Mie Jakarta Express, Galeria Mall"
Bakpao,"Mie Jakarta Express, Galeria Mall"
Lumpia,"Mie Jakarta Express, Galeria Mall"
Capcay,"Mie Jakarta Express, Galeria Mall"
Kwetiau,"Mie Jakarta Express, Galeria Mall"
Fuyunghai,"Mie Jakarta Express, Galeria Mall"
Sapo Tahu,"Mie Jakarta Express, Galeria Mall"
 Bakmi,"Mie Jakarta Express, Galeria Mall"
Ayam Kungpao,"Mie Jakarta Express, Galeria Mall"
Angsio Tahu,"Mie Jakarta Express, Galeria Mall"
Ayam Koloke,"Mie Jakarta Express, Galeria Mall"
Siomay,"Mie Jakarta Express, Galeria Mall"
I Fu Mie,"Mie Jakarta Express, Galeria Mall"
nasi goreng seafood chinese,"Mie Jakarta Express, Galeria Mall"
Bakso,Soto Ayam Pak Satar
Soto,Soto Ayam Pak Satar
Bakso,"Mie Ayam Sae Raos, Jl Sidikan No. 71 Sorosutan"
Soto,"Mie Ayam Sae Raos, Jl Sidikan No. 71 Sorosutan"
Bakmie,"Mie Ayam Sae Raos, Jl Sidikan No. 71 Sorosutan"
Bakso,"Happy Juice & Soto Padang, Umbulharjo"
Soto,"Happy Juice & Soto Padang, Umbulharjo"
Minuman,"Happy Juice & Soto Padang, Umbulharjo"
Barat,"Cerenti Restaurant, Hotel Grand Zuri"
Pizza & pasta,"Cerenti Restaurant, Hotel Grand Zuri"
Aneka nasi,"Cerenti Restaurant, Hotel Grand Zuri"
Dimsum,"Cerenti Restaurant, Hotel Grand Zuri"
Bebek Peking,"Cerenti Restaurant, Hotel Grand Zuri"
Cow Mein,"Cerenti Restaurant, Hotel Grand Zuri"
Wonton Soup,"Cerenti Restaurant, Hotel Grand Zuri"
nasi hainan,"Cerenti Restaurant, Hotel Grand Zuri"
Spring Rolls,"Cerenti Restaurant, Hotel Grand Zuri"
Lo Mein,"Cerenti Restaurant, Hotel Grand Zuri"
Congee,"Cerenti Restaurant, Hotel Grand Zuri"
Bakpao,"Cerenti Restaurant, Hotel Grand Zuri"
Lumpia,"Cerenti Restaurant, Hotel Grand Zuri"
Capcay,"Cerenti Restaurant, Hotel Grand Zuri"
Kwetiau,"Cerenti Restaurant, Hotel Grand Zuri"
Fuyunghai,"Cerenti Restaurant, Hotel Grand Zuri"
Sapo Tahu,"Cerenti Restaurant, Hotel Grand Zuri"
 Bakmi,"Cerenti Restaurant, Hotel Grand Zuri"
Ayam Kungpao,"Cerenti Restaurant, Hotel Grand Zuri"
Angsio Tahu,"Cerenti Restaurant, Hotel Grand Zuri"
Ayam Koloke,"Cerenti Restaurant, Hotel Grand Zuri"
Siomay,"Cerenti Restaurant, Hotel Grand Zuri"
I Fu Mie,"Cerenti Restaurant, Hotel Grand Zuri"
nasi goreng seafood chinese,"Cerenti Restaurant, Hotel Grand Zuri"
Beverages,"Sushi Tei, Komplek Colombo"
Seafood,"Sushi Tei, Komplek Colombo"
Sushi,"Sushi Tei, Komplek Colombo"
Sashimi,"Sushi Tei, Komplek Colombo"
Tempura,"Sushi Tei, Komplek Colombo"
Ramen,"Sushi Tei, Komplek Colombo"
Udon,"Sushi Tei, Komplek Colombo"
Soba,"Sushi Tei, Komplek Colombo"
Okonomiyaki,"Sushi Tei, Komplek Colombo"
Takoyaki,"Sushi Tei, Komplek Colombo"
Tonkatsu,"Sushi Tei, Komplek Colombo"
Yakitori,"Sushi Tei, Komplek Colombo"
Gyoza,"Sushi Tei, Komplek Colombo"
Onigiri,"Sushi Tei, Komplek Colombo"
Miso Soup,"Sushi Tei, Komplek Colombo"
Nabe,"Sushi Tei, Komplek Colombo"
Shabu-Shabu,"Sushi Tei, Komplek Colombo"
Sukiyaki,"Sushi Tei, Komplek Colombo"
Teriyaki,"Sushi Tei, Komplek Colombo"
Unagi,"Sushi Tei, Komplek Colombo"
Tamagoyaki,"Sushi Tei, Komplek Colombo"
Mochi,"Sushi Tei, Komplek Colombo"
Cepat saji,"Bubur Ayam Kampung Hawila, Timoho"
Dimsum,"Bubur Ayam Kampung Hawila, Timoho"
Bebek Peking,"Bubur Ayam Kampung Hawila, Timoho"
Cow Mein,"Bubur Ayam Kampung Hawila, Timoho"
Wonton Soup,"Bubur Ayam Kampung Hawila, Timoho"
nasi hainan,"Bubur Ayam Kampung Hawila, Timoho"
Spring Rolls,"Bubur Ayam Kampung Hawila, Timoho"
Lo Mein,"Bubur Ayam Kampung Hawila, Timoho"
Congee,"Bubur Ayam Kampung Hawila, Timoho"
Bakpao,"Bubur Ayam Kampung Hawila, Timoho"
Lumpia,"Bubur Ayam Kampung Hawila, Timoho"
Capcay,"Bubur Ayam Kampung Hawila, Timoho"
Kwetiau,"Bubur Ayam Kampung Hawila, Timoho"
Fuyunghai,"Bubur Ayam Kampung Hawila, Timoho"
Sapo Tahu,"Bubur Ayam Kampung Hawila, Timoho"
 Bakmi,"Bubur Ayam Kampung Hawila, Timoho"
Ayam Kungpao,"Bubur Ayam Kampung Hawila, Timoho"
Angsio Tahu,"Bubur Ayam Kampung Hawila, Timoho"
Ayam Koloke,"Bubur Ayam Kampung Hawila, Timoho"
Siomay,"Bubur Ayam Kampung Hawila, Timoho"
I Fu Mie,"Bubur Ayam Kampung Hawila, Timoho"
nasi goreng seafood chinese,"Bubur Ayam Kampung Hawila, Timoho"
Aneka nasi,"Bubur Ayam Kampung Hawila, Timoho"
Chicken & duck,"Nasi Ayam d' Katsu, Rejodadi Sidorejo"
Sushi,"Nasi Ayam d' Katsu, Rejodadi Sidorejo"
Sashimi,"Nasi Ayam d' Katsu, Rejodadi Sidorejo"
Tempura,"Nasi Ayam d' Katsu, Rejodadi Sidorejo"
Ramen,"Nasi Ayam d' Katsu, Rejodadi Sidorejo"
Udon,"Nasi Ayam d' Katsu, Rejodadi Sidorejo"
Soba,"Nasi Ayam d' Katsu, Rejodadi Sidorejo"
Okonomiyaki,"Nasi Ayam d' Katsu, Rejodadi Sidorejo"
Takoyaki,"Nasi Ayam d' Katsu, Rejodadi Sidorejo"
Tonkatsu,"Nasi Ayam d' Katsu, Rejodadi Sidorejo"
Yakitori,"Nasi Ayam d' Katsu, Rejodadi Sidorejo"
Gyoza,"Nasi Ayam d' Katsu, Rejodadi Sidorejo"
Onigiri,"Nasi Ayam d' Katsu, Rejodadi Sidorejo"
Miso Soup,"Nasi Ayam d' Katsu, Rejodadi Sidorejo"
Nabe,"Nasi Ayam d' Katsu, Rejodadi Sidorejo"
Shabu-Shabu,"Nasi Ayam d' Katsu, Rejodadi Sidorejo"
Sukiyaki,"Nasi Ayam d' Katsu, Rejodadi Sidorejo"
Teriyaki,"Nasi Ayam d' Katsu, Rejodadi Sidorejo"
Unagi,"Nasi Ayam d' Katsu, Rejodadi Sidorejo"
Tamagoyaki,"Nasi Ayam d' Katsu, Rejodadi Sidorejo"
Mochi,"Nasi Ayam d' Katsu, Rejodadi Sidorejo"
Rice,"Nasi Ayam d' Katsu, Rejodadi Sidorejo"
Dimsum,Kedai Liang Xin
Bebek Peking,Kedai Liang Xin
Cow Mein,Kedai Liang Xin
Wonton Soup,Kedai Liang Xin
nasi hainan,Kedai Liang Xin
Spring Rolls,Kedai Liang Xin
Lo Mein,Kedai Liang Xin
Congee,Kedai Liang Xin
Bakpao,Kedai Liang Xin
Lumpia,Kedai Liang Xin
Capcay,Kedai Liang Xin
Kwetiau,Kedai Liang Xin
Fuyunghai,Kedai Liang Xin
Sapo Tahu,Kedai Liang Xin
 Bakmi,Kedai Liang Xin
Ayam Kungpao,Kedai Liang Xin
Angsio Tahu,Kedai Liang Xin
Ayam Koloke,Kedai Liang Xin
Siomay,Kedai Liang Xin
I Fu Mie,Kedai Liang Xin
nasi goreng seafood chinese,Kedai Liang Xin
Sushi,Kedai Liang Xin
Sashimi,Kedai Liang Xin
Tempura,Kedai Liang Xin
Ramen,Kedai Liang Xin
Udon,Kedai Liang Xin
Soba,Kedai Liang Xin
Okonomiyaki,Kedai Liang Xin
Takoyaki,Kedai Liang Xin
Tonkatsu,Kedai Liang Xin
Yakitori,Kedai Liang Xin
Gyoza,Kedai Liang Xin
Onigiri,Kedai Liang Xin
Miso Soup,Kedai Liang Xin
Nabe,Kedai Liang Xin
Shabu-Shabu,Kedai Liang Xin
Sukiyaki,Kedai Liang Xin
Teriyaki,Kedai Liang Xin
Unagi,Kedai Liang Xin
Tamagoyaki,Kedai Liang Xin
Mochi,Kedai Liang Xin
Coffee,"My Kopi-O! Indonesian Bistro, Sagan"
Snacks,"My Kopi-O! Indonesian Bistro, Sagan"
Burger,"My Kopi-O! Indonesian Bistro, Sagan"
Steak,"My Kopi-O! Indonesian Bistro, Sagan"
Pizza,"My Kopi-O! Indonesian Bistro, Sagan"
Pasta,"My Kopi-O! Indonesian Bistro, Sagan"
Fish and Chips,"My Kopi-O! Indonesian Bistro, Sagan"
Caesar Salad,"My Kopi-O! Indonesian Bistro, Sagan"
French Fries,"My Kopi-O! Indonesian Bistro, Sagan"
Chicken Wings,"My Kopi-O! Indonesian Bistro, Sagan"
Grilled Cheese Sandwich,"My Kopi-O! Indonesian Bistro, Sagan"
Tacos,"My Kopi-O! Indonesian Bistro, Sagan"
Lasagna,"My Kopi-O! Indonesian Bistro, Sagan"
Ribs,"My Kopi-O! Indonesian Bistro, Sagan"
Nachos,"My Kopi-O! Indonesian Bistro, Sagan"
Mac and Cheese,"My Kopi-O! Indonesian Bistro, Sagan"
Quesadilla,"My Kopi-O! Indonesian Bistro, Sagan"
Hot Dog,"My Kopi-O! Indonesian Bistro, Sagan"
Meatloaf,"My Kopi-O! Indonesian Bistro, Sagan"
Buffalo Wings,"My Kopi-O! Indonesian Bistro, Sagan"
Chicken Parmesan,"My Kopi-O! Indonesian Bistro, Sagan"
Clam Chowder,"My Kopi-O! Indonesian Bistro, Sagan"
Sushi,"Gokana Ramen & Teppan, Pakuwon Mall Jogja"
Sashimi,"Gokana Ramen & Teppan, Pakuwon Mall Jogja"
Tempura,"Gokana Ramen & Teppan, Pakuwon Mall Jogja"
Ramen,"Gokana Ramen & Teppan, Pakuwon Mall Jogja"
Udon,"Gokana Ramen & Teppan, Pakuwon Mall Jogja"
Soba,"Gokana Ramen & Teppan, Pakuwon Mall Jogja"
Okonomiyaki,"Gokana Ramen & Teppan, Pakuwon Mall Jogja"
Takoyaki,"Gokana Ramen & Teppan, Pakuwon Mall Jogja"
Tonkatsu,"Gokana Ramen & Teppan, Pakuwon Mall Jogja"
Yakitori,"Gokana Ramen & Teppan, Pakuwon Mall Jogja"
Gyoza,"Gokana Ramen & Teppan, Pakuwon Mall Jogja"
Onigiri,"Gokana Ramen & Teppan, Pakuwon Mall Jogja"
Miso Soup,"Gokana Ramen & Teppan, Pakuwon Mall Jogja"
Nabe,"Gokana Ramen & Teppan, Pakuwon Mall Jogja"
Shabu-Shabu,"Gokana Ramen & Teppan, Pakuwon Mall Jogja"
Sukiyaki,"Gokana Ramen & Teppan, Pakuwon Mall Jogja"
Teriyaki,"Gokana Ramen & Teppan, Pakuwon Mall Jogja"
Unagi,"Gokana Ramen & Teppan, Pakuwon Mall Jogja"
Tamagoyaki,"Gokana Ramen & Teppan, Pakuwon Mall Jogja"
Mochi.,"Gokana Ramen & Teppan, Pakuwon Mall Jogja"
Rice,"Gokana Ramen & Teppan, Pakuwon Mall Jogja"
Sushi,"Katsukai, Selokan Mataram"
Sashimi,"Katsukai, Selokan Mataram"
Tempura,"Katsukai, Selokan Mataram"
Ramen,"Katsukai, Selokan Mataram"
Udon,"Katsukai, Selokan Mataram"
Soba,"Katsukai, Selokan Mataram"
Okonomiyaki,"Katsukai, Selokan Mataram"
Takoyaki,"Katsukai, Selokan Mataram"
Tonkatsu,"Katsukai, Selokan Mataram"
Yakitori,"Katsukai, Selokan Mataram"
Gyoza,"Katsukai, Selokan Mataram"
Onigiri,"Katsukai, Selokan Mataram"
Miso Soup,"Katsukai, Selokan Mataram"
Nabe,"Katsukai, Selokan Mataram"
Shabu-Shabu,"Katsukai, Selokan Mataram"
Sukiyaki,"Katsukai, Selokan Mataram"
Teriyaki,"Katsukai, Selokan Mataram"
Unagi,"Katsukai, Selokan Mataram"
Tamagoyaki,"Katsukai, Selokan Mataram"
Mochi.,"Katsukai, Selokan Mataram"
Rice,"Katsukai, Selokan Mataram"
Rice,"Kalluna, Kotabaru"
Chicken & duck,"Kalluna, Kotabaru"
Burger,"Kalluna, Kotabaru"
Steak,"Kalluna, Kotabaru"
Pizza,"Kalluna, Kotabaru"
Pasta,"Kalluna, Kotabaru"
Fish and Chips,"Kalluna, Kotabaru"
Caesar Salad,"Kalluna, Kotabaru"
French Fries,"Kalluna, Kotabaru"
Chicken Wings,"Kalluna, Kotabaru"
Grilled Cheese Sandwich,"Kalluna, Kotabaru"
Tacos,"Kalluna, Kotabaru"
Lasagna,"Kalluna, Kotabaru"
Ribs,"Kalluna, Kotabaru"
Nachos,"Kalluna, Kotabaru"
Mac and Cheese,"Kalluna, Kotabaru"
Quesadilla,"Kalluna, Kotabaru"
Hot Dog,"Kalluna, Kotabaru"
Meatloaf,"Kalluna, Kotabaru"
Buffalo Wings,"Kalluna, Kotabaru"
Chicken Parmesan,"Kalluna, Kotabaru"
Clam Chowder,"Kalluna, Kotabaru"
Rice,"Daruma Donburi, Mlati, Sinduadi"
Sushi,"Daruma Donburi, Mlati, Sinduadi"
Sashimi,"Daruma Donburi, Mlati, Sinduadi"
Tempura,"Daruma Donburi, Mlati, Sinduadi"
Ramen,"Daruma Donburi, Mlati, Sinduadi"
Udon,"Daruma Donburi, Mlati, Sinduadi"
Soba,"Daruma Donburi, Mlati, Sinduadi"
Okonomiyaki,"Daruma Donburi, Mlati, Sinduadi"
Takoyaki,"Daruma Donburi, Mlati, Sinduadi"
Tonkatsu,"Daruma Donburi, Mlati, Sinduadi"
Yakitori,"Daruma Donburi, Mlati, Sinduadi"
Gyoza,"Daruma Donburi, Mlati, Sinduadi"
Onigiri,"Daruma Donburi, Mlati, Sinduadi"
Miso Soup,"Daruma Donburi, Mlati, Sinduadi"
Nabe,"Daruma Donburi, Mlati, Sinduadi"
Shabu-Shabu,"Daruma Donburi, Mlati, Sinduadi"
Sukiyaki,"Daruma Donburi, Mlati, Sinduadi"
Teriyaki,"Daruma Donburi, Mlati, Sinduadi"
Unagi,"Daruma Donburi, Mlati, Sinduadi"
Tamagoyaki,"Daruma Donburi, Mlati, Sinduadi"
Mochi,"Daruma Donburi, Mlati, Sinduadi"
Sate,"Sabi Jogja, Caturtunggal"
Rice,"Sabi Jogja, Caturtunggal"
Sushi,"Sabi Jogja, Caturtunggal"
Sashimi,"Sabi Jogja, Caturtunggal"
Tempura,"Sabi Jogja, Caturtunggal"
Ramen,"Sabi Jogja, Caturtunggal"
Udon,"Sabi Jogja, Caturtunggal"
Soba,"Sabi Jogja, Caturtunggal"
Okonomiyaki,"Sabi Jogja, Caturtunggal"
Takoyaki,"Sabi Jogja, Caturtunggal"
Tonkatsu,"Sabi Jogja, Caturtunggal"
Yakitori,"Sabi Jogja, Caturtunggal"
Gyoza,"Sabi Jogja, Caturtunggal"
Onigiri,"Sabi Jogja, Caturtunggal"
Miso Soup,"Sabi Jogja, Caturtunggal"
Nabe,"Sabi Jogja, Caturtunggal"
Shabu-Shabu,"Sabi Jogja, Caturtunggal"
Sukiyaki,"Sabi Jogja, Caturtunggal"
Teriyaki,"Sabi Jogja, Caturtunggal"
Unagi,"Sabi Jogja, Caturtunggal"
Tamagoyaki,"Sabi Jogja, Caturtunggal"
Mochi,"Sabi Jogja, Caturtunggal"
Burger,"Brick Pastrami Burger, Kuliner Lor Tugu"
Steak,"Brick Pastrami Burger, Kuliner Lor Tugu"
Pizza,"Brick Pastrami Burger, Kuliner Lor Tugu"
Pasta,"Brick Pastrami Burger, Kuliner Lor Tugu"
Fish and Chips,"Brick Pastrami Burger, Kuliner Lor Tugu"
Caesar Salad,"Brick Pastrami Burger, Kuliner Lor Tugu"
French Fries,"Brick Pastrami Burger, Kuliner Lor Tugu"
Chicken Wings,"Brick Pastrami Burger, Kuliner Lor Tugu"
Grilled Cheese Sandwich,"Brick Pastrami Burger, Kuliner Lor Tugu"
Tacos,"Brick Pastrami Burger, Kuliner Lor Tugu"
Lasagna,"Brick Pastrami Burger, Kuliner Lor Tugu"
Ribs,"Brick Pastrami Burger, Kuliner Lor Tugu"
Nachos,"Brick Pastrami Burger, Kuliner Lor Tugu"
Mac and Cheese,"Brick Pastrami Burger, Kuliner Lor Tugu"
Quesadilla,"Brick Pastrami Burger, Kuliner Lor Tugu"
Hot Dog,"Brick Pastrami Burger, Kuliner Lor Tugu"
Meatloaf,"Brick Pastrami Burger, Kuliner Lor Tugu"
Buffalo Wings,"Brick Pastrami Burger, Kuliner Lor Tugu"
Chicken Parmesan,"Brick Pastrami Burger, Kuliner Lor Tugu"
Clam Chowder,"Brick Pastrami Burger, Kuliner Lor Tugu"
Burger,"Burger Bros, Mergangsan"
Steak,"Burger Bros, Mergangsan"
Pizza,"Burger Bros, Mergangsan"
Pasta,"Burger Bros, Mergangsan"
Fish and Chips,"Burger Bros, Mergangsan"
Caesar Salad,"Burger Bros, Mergangsan"
French Fries,"Burger Bros, Mergangsan"
Chicken Wings,"Burger Bros, Mergangsan"
Grilled Cheese Sandwich,"Burger Bros, Mergangsan"
Tacos,"Burger Bros, Mergangsan"
Lasagna,"Burger Bros, Mergangsan"
Ribs,"Burger Bros, Mergangsan"
Nachos,"Burger Bros, Mergangsan"
Mac and Cheese,"Burger Bros, Mergangsan"
Quesadilla,"Burger Bros, Mergangsan"
Hot Dog,"Burger Bros, Mergangsan"
Meatloaf,"Burger Bros, Mergangsan"
Buffalo Wings,"Burger Bros, Mergangsan"
Chicken Parmesan,"Burger Bros, Mergangsan"
Clam Chowder,"Burger Bros, Mergangsan"
Burger,"Lawang Resto, Yellow Star Ambarrukmo Hotel"
Steak,"Lawang Resto, Yellow Star Ambarrukmo Hotel"
Pizza,"Lawang Resto, Yellow Star Ambarrukmo Hotel"
Pasta,"Lawang Resto, Yellow Star Ambarrukmo Hotel"
Fish and Chips,"Lawang Resto, Yellow Star Ambarrukmo Hotel"
Caesar Salad,"Lawang Resto, Yellow Star Ambarrukmo Hotel"
French Fries,"Lawang Resto, Yellow Star Ambarrukmo Hotel"
Chicken Wings,"Lawang Resto, Yellow Star Ambarrukmo Hotel"
Grilled Cheese Sandwich,"Lawang Resto, Yellow Star Ambarrukmo Hotel"
Tacos,"Lawang Resto, Yellow Star Ambarrukmo Hotel"
Lasagna,"Lawang Resto, Yellow Star Ambarrukmo Hotel"
Ribs,"Lawang Resto, Yellow Star Ambarrukmo Hotel"
Nachos,"Lawang Resto, Yellow Star Ambarrukmo Hotel"
Mac and Cheese,"Lawang Resto, Yellow Star Ambarrukmo Hotel"
Quesadilla,"Lawang Resto, Yellow Star Ambarrukmo Hotel"
Hot Dog,"Lawang Resto, Yellow Star Ambarrukmo Hotel"
Meatloaf,"Lawang Resto, Yellow Star Ambarrukmo Hotel"
Buffalo Wings,"Lawang Resto, Yellow Star Ambarrukmo Hotel"
Chicken Parmesan,"Lawang Resto, Yellow Star Ambarrukmo Hotel"
Clam Chowder,"Lawang Resto, Yellow Star Ambarrukmo Hotel"
Burger,"Waroeng Steak and Shake, HOS Cokroaminoto"
Steak,"Waroeng Steak and Shake, HOS Cokroaminoto"
Pizza,"Waroeng Steak and Shake, HOS Cokroaminoto"
